fips,heart_disease_death_rate,stroke_death_rate,diabetes_prevalence_pct
20045,269.1,62.3,9.2
20047,368.5,81.8,11.1
20049,384.0,80.8,11.0
20051,273.2,59.2,9.7
20053,311.0,74.4,9.6
20055,240.9,78.6,12.9
20057,352.1,98.1,12.9
20059,347.0,65.2,9.6
20061,482.8,62.5,12.2
20063,296.8,68.5,9.2
20065,319.5,45.2,10.2
20067,355.6,65.1,10.6
20069,250.3,85.6,9.8
20071,295.2,67.1,9.3
20073,356.9,75.5,10.2
20075,341.2,59.2,10.6
20077,369.0,91.2,11.4
20079,327.2,77.4,10.0
20081,280.3,69.8,11.5
20083,342.5,86.1,8.8
20085,346.8,69.5,9.7
20087,312.9,62.5,8.7
20089,350.1,79.0,10.7
20091,244.5,62.2,8.3
20093,270.3,66.4,11.2
20095,441.2,120.1,9.6
20097,378.6,95.5,9.3
20099,440.0,81.2,10.7
20101,249.9,83.4,9.6
20103,338.5,55.5,9.6
20105,298.5,80.4,10.2
20107,356.6,78.8,9.2
20109,263.0,63.4,10.0
20111,335.6,66.6,11.2
20113,294.5,78.0,8.8
20115,305.5,75.5,9.5
20117,281.4,67.0,9.8
20119,344.7,86.2,10.3
20121,294.2,64.4,8.8
20123,339.4,76.7,9.8
20125,475.5,76.3,11.1
20127,347.1,60.2,9.6
20129,438.1,50.6,11.1
20131,270.4,77.3,9.0
20133,414.3,78.9,10.6
20135,277.4,74.1,9.9
20137,295.9,57.7,10.8
20139,319.8,68.7,9.6
20141,308.2,65.2,10.0
20143,292.2,74.8,9.4
20145,337.2,72.1,10.0
20147,294.5,62.8,9.9
20149,310.1,68.0,8.5
20151,380.8,75.1,9.9
20153,297.4,49.7,10.4
20155,308.1,79.2,10.9
20157,360.4,72.9,10.3
20159,307.9,73.3,10.0
20161,279.4,63.7,10.4
20163,284.7,55.8,9.2
20165,311.2,62.5,10.0
20167,335.9,64.4,10.2
20169,282.7,78.3,10.1
20171,246.2,74.4,9.5
20173,333.3,77.1,10.9
20175,352.7,56.6,13.6
20177,329.9,65.3,10.3
20179,285.9,45.6,8.9
20181,275.4,53.7,10.1
20183,299.1,74.0,9.2
20185,322.5,71.1,10.1
20187,329.4,58.8,12.5
20189,300.8,52.5,12.8
20191,362.1,56.8,9.9
20193,274.8,49.7,9.0
20195,274.1,47.4,8.7
20197,306.0,66.1,8.9
20199,262.9,49.0,10.2
20201,308.6,67.7,8.9
20203,286.0,70.7,11.4
20205,393.2,83.7,10.4
20207,369.0,76.6,9.8
20209,366.7,84.3,13.9
21001,421.4,100.4,
21003,365.1,86.7,
21005,360.7,90.4,
21007,456.4,92.1,
21009,384.1,92.0,
21011,468.0,119.3,
21013,569.9,103.9,
21015,290.3,74.2,
21017,373.6,94.1,
21019,512.5,89.7,
21021,349.0,86.7,
21023,380.5,105.0,
21025,780.2,95.1,
21027,355.1,91.3,
21029,302.2,62.8,
21031,374.9,93.3,
21033,504.9,95.3,
21035,415.4,88.2,
21037,315.3,92.4,
21039,361.7,97.0,
21041,416.7,75.3,
21043,439.3,88.8,
21045,296.2,67.2,
21047,487.6,86.6,
21049,423.4,90.7,
21051,556.0,88.1,
21053,401.4,89.9,
21055,532.8,105.9,
21057,449.2,99.8,
21059,388.9,85.2,
21061,367.9,88.3,
21063,385.4,88.4,
21065,490.7,100.7,
21067,276.8,80.0,
21069,425.0,111.1,
21071,562.4,97.3,
21073,404.1,87.2,
21075,578.4,99.2,
21077,416.2,71.6,
21079,325.0,85.6,
21081,393.2,86.7,
21083,370.2,93.8,
21085,377.2,92.5,
21087,421.3,107.3,
21089,400.1,90.7,
21091,405.9,93.2,
21093,316.3,80.9,
21095,632.4,132.7,
21097,447.3,107.4,
21099,419.5,88.6,
21101,384.2,88.0,
21103,321.0,67.1,
21105,448.8,95.3,
21107,495.6,93.4,
21109,597.3,74.4,
21111,347.0,73.9,
21113,274.4,80.1,
21115,409.0,125.0,
21117,305.4,85.1,
21119,434.2,100.5,
21121,445.8,89.8,
21123,342.3,87.7,
21125,473.3,80.8,
21127,422.2,94.5,
21129,485.0,104.1,
21131,544.2,115.4,
21133,455.2,104.6,
21135,461.2,96.8,
21137,357.6,90.1,
21139,392.0,89.4,
21141,424.5,76.3,
21143,384.7,92.8,
21145,354.3,93.7,
21147,545.6,81.1,
21149,458.7,87.4,
21151,355.3,86.1,
21153,533.7,80.1,
21155,335.8,87.2,
21157,371.1,88.5,
21159,478.8,104.9,
21161,454.6,108.3,
21163,344.2,73.6,
21165,332.5,101.9,
21167,369.3,83.0,
21169,429.2,105.9,
21171,455.7,94.6,
21173,496.1,99.4,
21175,348.5,106.4,
21177,488.9,73.4,
21179,337.8,74.1,
21181,442.0,118.2,
21183,456.7,93.6,
21185,295.7,63.5,
21187,406.7,92.3,
21189,606.9,86.6,
21191,395.6,93.1,
21193,776.8,117.2,
21195,474.7,95.4,
21197,555.6,105.3,
21199,399.9,70.6,
21201,464.5,120.6,
21203,447.6,71.0,
21205,377.7,92.9,
21207,423.5,88.2,
21209,415.4,98.5,
21211,333.2,56.2,
21213,447.8,84.8,
21215,346.1,60.4,
21217,418.2,107.2,
21219,433.3,84.3,
21221,523.2,85.1,
21223,411.6,72.6,
21225,370.1,95.1,
21227,369.1,83.2,
21229,355.7,86.4,
21231,373.6,77.4,
21233,449.0,99.9,
21235,602.0,85.3,
21237,669.7,112.3,
21239,322.5,76.3,
22001,487.3,111.8,14.3
22003,465.9,102.7,14.3
22005,357.4,70.0,11.2
22007,402.9,83.3,13.4
22009,553.2,104.4,15.2
22011,502.2,102.7,11.8
22013,380.9,110.9,17.5
22015,377.2,100.6,12.1
22017,329.0,105.6,14.5
22019,587.9,126.3,12.5
22021,658.2,83.9,14.2
22023,512.2,124.8,10.6
22025,667.2,94.6,15.0
22027,368.9,90.0,18.8
22029,593.7,97.7,16.8
22031,380.6,100.4,14.6
22033,413.0,103.4,13.6
22035,506.2,92.5,21.3
22037,569.7,97.4,13.2
22039,507.9,106.6,15.0
22041,820.8,85.2,15.1
22043,420.2,114.3,12.7
22045,517.1,103.7,14.7
22047,361.9,103.0,14.4
22049,444.9,85.1,14.4
22051,351.9,76.4,13.6
22053,472.3,128.2,12.6
22055,384.2,87.5,11.9
22057,388.3,80.2,12.7
22059,456.5,107.5,12.4
22061,289.9,83.6,15.1
22063,409.6,87.7,11.7
22065,616.4,89.6,19.6
22067,579.0,145.1,16.8
22069,426.5,121.6,14.8
22071,338.9,75.9,14.4
22073,348.5,85.0,13.9
22075,340.6,75.4,12.4
22077,457.6,98.6,13.3
22079,575.3,113.4,13.4
22081,367.2,107.0,16.1
22083,577.1,94.1,15.0
22085,414.4,93.5,14.3
22087,335.4,78.7,14.3
22089,392.8,78.7,11.3
22091,417.8,96.7,16.2
22093,416.8,83.7,13.4
22095,488.6,96.3,14.9
22097,507.6,95.2,15.7
22099,470.4,95.9,13.1
22101,460.3,92.0,14.7
22103,313.6,75.9,10.9
22105,457.0,87.3,13.5
22107,707.7,91.4,18.1
22109,400.6,85.0,13.2
22111,301.9,77.4,14.3
22113,513.2,91.9,12.8
22115,585.4,96.2,12.6
22117,476.5,98.3,14.9
22119,433.3,108.7,15.7
22121,339.5,90.1,12.6
22123,542.6,95.8,12.9
22125,337.3,78.0,12.8
22127,535.8,102.1,14.7
23001,321.3,74.0,10.3
23003,283.5,69.9,10.7
23005,249.5,54.2,7.4
23007,287.0,77.3,8.8
23009,272.3,60.0,8.1
23011,296.1,77.9,9.4
23013,294.6,65.5,8.0
23015,270.5,69.3,8.1
23017,276.6,62.2,10.1
23019,319.2,60.8,9.5
23021,326.3,66.5,9.6
23023,267.0,56.7,8.0
23025,335.4,75.4,10.4
23027,305.1,70.4,8.6
23029,332.0,70.4,10.7
23031,254.1,53.6,8.0
24001,411.3,84.8,11.3
24003,304.6,111.3,9.1
24005,349.4,89.3,11.3
24009,319.0,81.6,9.1
24011,384.4,75.1,11.8
24013,311.5,72.7,8.5
24015,400.8,110.9,11.0
24017,321.1,88.0,11.8
24019,381.5,111.3,12.8
24021,282.3,77.0,9.4
24023,453.1,59.8,10.4
24025,326.7,81.8,9.7
24027,227.3,73.5,9.1
24029,340.8,94.0,10.3
24031,190.9,51.2,9.2
24033,327.0,98.4,13.6
24035,299.4,68.0,8.8
24037,321.8,79.2,10.3
24039,539.7,113.9,13.3
24041,298.4,52.2,9.2
24043,373.3,76.2,11.4
24045,465.3,152.8,11.5
24047,337.3,105.3,9.7
24510,436.5,111.8,13.7
25001,256.0,58.0,7.1
25003,281.5,56.9,8.2
25005,272.2,50.5,9.1
25007,230.2,60.5,7.3
25009,260.7,47.3,8.7
25011,276.3,55.0,8.1
25013,290.9,55.6,10.5
25015,270.9,55.4,7.8
25017,225.8,41.3,7.7
25019,236.2,60.5,7.2
25021,225.0,49.6,7.7
25023,261.2,50.3,8.2
25025,216.3,48.4,10.1
25027,270.8,52.9,9.0
26001,448.1,79.5,9.9
26003,334.5,68.3,10.0
26005,317.8,69.9,9.4
26007,435.0,79.9,10.5
26009,309.9,102.4,8.8
26011,451.9,73.8,10.3
26013,319.5,70.0,11.6
26015,340.0,77.8,8.9
26017,447.6,76.8,9.9
26019,301.8,80.5,8.9
26021,421.4,118.3,10.7
26023,369.1,77.8,10.9
26025,385.6,88.4,11.2
26027,369.2,97.0,10.0
26029,293.0,90.5,8.6
26031,371.3,78.0,10.2
26033,317.8,71.4,11.2
26035,448.0,105.8,11.1
26037,299.2,73.5,8.6
26039,373.1,79.6,10.4
26041,373.0,70.3,10.0
26043,280.2,78.2,9.3
26045,342.9,82.0,9.3
26047,343.4,80.7,8.5
26049,428.8,96.2,11.0
26051,454.9,87.7,10.4
26053,352.2,73.8,10.5
26055,310.8,108.5,8.4
26057,422.9,81.5,10.5
26059,421.6,75.7,10.6
26061,324.9,75.6,9.8
26063,429.4,64.5,10.1
26065,308.7,82.0,10.6
26067,338.0,76.3,9.9
26069,441.4,76.5,10.7
26071,330.6,77.0,10.2
26073,387.2,93.4,11.6
26075,416.5,79.2,10.4
26077,320.9,68.8,9.4
26079,403.4,106.5,10.3
26081,337.2,70.6,9.6
26083,304.1,72.5,8.5
26085,342.1,105.3,12.5
26087,398.7,101.1,9.3
26089,296.8,85.6,7.9
26091,451.3,76.7,10.0
26093,364.3,80.4,7.6
26095,311.2,66.7,11.6
26097,307.7,71.6,11.5
26099,372.7,82.7,9.6
26101,315.3,88.0,9.9
26103,319.5,68.5,9.4
26105,335.7,85.4,10.1
26107,388.0,98.0,10.4
26109,394.5,58.5,9.9
26111,299.6,81.4,8.7
26113,380.9,121.6,10.2
26115,393.8,79.6,9.8
26117,345.2,81.9,10.6
26119,418.1,82.5,10.5
26121,329.1,76.0,10.7
26123,339.8,83.1,10.3
26125,357.1,91.1,8.5
26127,334.6,83.3,10.6
26129,431.5,77.0,10.7
26131,349.8,75.5,10.1
26133,349.3,102.5,10.4
26135,425.4,80.3,11.2
26137,354.9,93.4,9.4
26139,281.4,71.1,8.5
26141,412.8,74.0,10.1
26143,423.6,77.3,10.0
26145,357.5,80.3,11.6
26147,435.3,82.9,9.5
26149,366.2,90.7,10.5
26151,431.4,65.2,10.3
26153,328.1,67.5,10.8
26155,397.9,100.4,9.9
26157,410.0,74.9,10.1
26159,376.4,89.0,10.8
26161,317.0,81.9,8.6
26163,489.3,87.9,12.5
26165,315.8,136.8,10.3
27001,271.1,67.0,9.7
27003,184.2,63.6,9.3
27005,249.6,59.2,8.9
27007,257.7,65.1,10.2
27009,233.5,78.7,9.3
27011,318.5,67.3,9.3
27013,258.3,57.9,10.0
27015,217.1,63.0,9.0
27017,278.3,79.9,9.7
27019,188.3,58.6,7.3
27021,233.2,49.7,10.0
27023,237.2,80.1,10.1
27025,257.4,64.3,8.6
27027,244.2,57.4,9.3
27029,289.0,62.5,10.0
27031,191.7,62.9,8.8
27033,318.9,58.0,10.2
27035,228.4,55.5,8.7
27037,198.2,61.2,8.4
27039,288.2,52.1,8.3
27041,266.3,57.4,8.5
27043,316.4,58.5,9.7
27045,295.2,57.4,9.0
27047,289.4,60.1,9.9
27049,299.5,58.2,8.5
27051,274.6,63.5,9.6
27053,195.9,64.5,7.4
27055,292.9,67.4,8.4
27057,247.2,53.8,9.3
27059,239.7,65.5,8.8
27061,260.4,74.5,9.9
27063,300.7,56.1,8.9
27065,265.5,69.7,9.8
27067,224.5,69.6,10.0
27069,306.1,62.3,8.8
27071,260.1,79.5,9.3
27073,275.9,48.1,8.7
27075,245.1,82.2,8.7
27077,299.2,75.0,8.9
27079,244.3,59.2,8.7
27081,275.0,60.0,8.9
27083,241.7,50.1,9.5
27085,247.4,64.8,9.2
27087,306.2,65.6,14.0
27089,297.9,64.4,9.1
27091,287.1,57.9,9.7
27093,256.0,66.1,9.4
27095,244.6,73.4,9.7
27097,212.1,67.7,9.3
27099,275.0,66.1,10.1
27101,253.4,56.7,9.1
27103,236.8,56.8,8.8
27105,266.1,54.5,11.7
27107,248.9,59.2,9.6
27109,283.7,48.3,8.4
27111,318.4,59.8,8.7
27113,285.4,63.8,9.3
27115,272.9,67.7,10.1
27117,272.3,79.8,10.0
27119,307.4,63.8,9.2
27121,222.0,57.9,8.9
27123,214.8,78.2,9.8
27125,306.0,57.8,9.1
27127,258.3,56.9,10.0
27129,232.5,68.9,10.2
27131,219.5,59.0,9.4
27133,301.0,76.7,9.2
27135,318.4,72.1,9.2
27137,258.2,80.3,9.4
27139,195.1,60.7,8.5
27141,208.4,64.3,8.3
27143,214.1,55.4,9.2
27145,198.7,56.3,9.4
27147,276.9,64.6,9.0
27149,275.5,61.0,9.6
27151,253.8,51.8,10.1
27153,215.3,47.5,9.9
27155,377.8,64.8,9.7
27157,282.4,52.9,8.5
27159,262.8,66.4,10.1
27161,273.5,61.0,9.5
27163,192.7,64.5,8.7
27165,283.9,59.7,10.4
27167,371.9,60.8,9.6
27169,279.7,61.8,9.1
27171,221.5,59.8,8.2
27173,250.7,57.0,9.7
28001,346.4,96.1,16.8
28003,500.5,106.9,12.4
28005,504.5,95.3,15.1
28007,443.7,116.9,13.9
28009,410.7,92.5,14.0
28011,464.3,126.0,17.9
28013,454.3,98.0,14.6
28015,427.8,126.5,14.3
28017,444.2,112.6,15.7
28019,480.1,112.0,12.9
28021,647.3,132.1,19.6
28023,549.2,112.1,14.0
28025,396.0,119.3,16.0
28027,466.3,119.1,19.5
28029,452.6,95.4,15.3
28031,537.7,107.0,13.3
28033,413.5,91.3,11.4
28035,397.1,100.6,13.5
28037,400.9,101.7,14.6
28039,600.2,112.0,11.7
28041,515.9,105.6,13.1
28043,504.7,130.2,14.7
28045,396.2,96.5,10.8
28047,525.5,101.9,12.3
28049,433.3,138.6,15.3
28051,503.2,136.9,21.0
28053,578.2,149.1,20.6
28055,411.3,110.7,17.8
28057,505.0,109.6,10.8
28059,399.7,109.0,12.8
28061,482.6,110.8,15.2
28063,421.9,101.2,19.8
28065,390.2,103.6,16.8
28067,438.2,112.7,13.6
28069,440.5,108.6,15.8
28071,417.5,89.8,11.8
28073,325.8,82.7,11.2
28075,538.2,112.9,14.1
28077,469.3,101.5,15.2
28079,395.2,110.1,14.5
28081,376.1,115.1,12.3
28083,671.8,168.8,19.0
28085,467.9,101.4,13.1
28087,449.1,123.7,13.6
28089,406.7,118.0,10.8
28091,447.4,99.6,14.4
28093,407.3,94.1,15.7
28095,392.0,116.9,13.5
28097,518.1,118.7,15.3
28099,704.4,107.4,14.5
28101,427.8,107.9,13.7
28103,585.3,114.9,18.0
28105,375.7,115.9,13.9
28107,598.8,90.2,15.6
28109,442.5,88.6,11.8
28111,436.5,94.0,13.4
28113,472.0,100.1,16.3
28115,375.7,105.1,12.2
28117,519.8,105.7,12.3
28119,520.6,110.0,19.5
28121,315.4,81.1,10.7
28123,425.6,97.7,15.8
28125,465.4,135.7,19.6
28127,493.9,80.0,13.2
28129,364.9,83.7,13.5
28131,453.9,101.8,12.1
28133,449.0,132.3,18.3
28135,380.0,103.8,17.0
28137,500.4,88.4,12.5
28139,485.7,112.6,13.1
28141,625.0,99.9,11.9
28143,732.7,94.4,19.9
28145,458.6,103.2,12.3
28147,478.5,110.3,14.4
28149,411.6,105.2,13.5
28151,443.7,130.8,17.6
28153,464.8,102.0,15.0
28155,535.8,113.0,11.3
28157,524.7,90.0,17.6
28159,443.6,104.0,15.7
28161,684.8,96.7,15.0
28163,367.9,129.5,17.9
29001,312.0,76.7,10.9
29003,343.7,67.7,9.2
29005,303.1,63.3,10.9
29007,338.0,71.8,11.6
29009,461.8,70.9,11.6
29011,421.2,85.9,12.0
29013,366.7,75.0,11.1
29015,336.5,72.1,11.0
29017,448.6,76.8,10.8
29019,284.9,66.8,10.1
29021,394.8,83.7,11.4
29023,445.5,85.5,12.6
29025,353.1,71.0,10.3
29027,340.0,64.5,10.2
29029,301.7,61.5,9.9
29031,405.3,78.6,10.2
29033,391.3,66.9,10.6
29035,442.5,86.0,12.2
29037,317.0,69.7,9.5
29039,403.6,92.8,11.7
29041,361.7,73.2,10.4
29043,317.9,56.8,9.1
29045,402.0,88.7,11.3
29047,291.5,70.1,9.7
29049,365.8,72.1,9.6
29051,310.7,63.8,9.4
29053,411.5,72.7,10.0
29055,568.4,75.4,11.0
29057,427.2,73.7,11.8
29059,365.5,77.6,11.7
29061,399.5,69.0,11.0
29063,381.2,71.7,10.1
29065,345.5,87.3,11.1
29067,445.0,88.3,11.3
29069,570.9,115.1,13.1
29071,379.2,73.8,9.7
29073,352.3,69.0,10.0
29075,340.2,60.7,10.6
29077,388.9,61.6,10.2
29079,382.1,73.4,11.2
29081,405.1,72.7,11.3
29083,452.5,74.9,11.0
29085,323.6,71.5,12.9
29087,309.6,66.4,10.3
29089,375.8,70.1,10.1
29091,402.0,90.1,12.0
29093,593.0,84.0,11.5
29095,335.1,74.3,11.0
29097,450.9,81.4,11.5
29099,385.8,81.4,9.4
29101,374.5,73.1,10.3
29103,358.4,90.2,11.6
29105,428.5,124.5,11.5
29107,378.8,73.8,9.5
29109,445.5,68.0,11.5
29111,412.1,96.2,10.9
29113,337.9,69.1,9.9
29115,464.9,67.7,10.5
29117,311.1,68.0,10.5
29119,362.9,100.6,13.5
29121,428.9,73.0,9.9
29123,426.5,80.4,10.6
29125,379.1,80.0,10.3
29127,365.2,92.1,10.6
29129,366.1,87.1,11.8
29131,370.0,69.3,10.6
29133,549.4,106.2,14.1
29135,351.6,65.1,10.2
29137,356.1,84.0,11.0
29139,509.7,72.1,10.9
29141,394.7,70.9,11.6
29143,495.8,109.0,12.7
29145,448.2,79.7,11.1
29147,332.6,61.7,10.4
29149,422.4,86.7,12.5
29151,309.5,59.4,9.2
29153,351.5,80.0,12.5
29155,683.8,99.8,14.9
29157,389.0,78.1,9.9
29159,404.8,70.6,10.8
29161,311.0,85.0,10.9
29163,389.7,81.2,11.3
29165,275.1,62.0,8.8
29167,393.0,73.1,11.2
29169,370.5,96.5,10.9
29171,306.4,102.9,10.2
29173,312.7,84.1,10.4
29175,442.2,72.5,11.0
29177,362.2,72.5,10.6
29179,442.6,97.4,11.8
29181,445.1,79.3,12.5
29183,289.2,62.7,8.8
29185,390.8,83.8,11.8
29186,378.8,78.6,9.8
29187,421.8,76.9,11.4
29189,348.7,83.7,9.6
29195,398.3,69.8,11.2
29197,317.1,85.2,9.8
29199,328.7,73.9,10.4
29201,488.6,95.7,11.1
29203,410.6,98.5,11.2
29205,410.2,95.8,11.5
29207,467.8,88.4,11.3
29209,417.8,60.9,10.3
29211,380.8,73.5,11.9
29213,520.1,55.1,10.6
29215,422.2,97.5,12.7
29217,383.5,83.2,11.5
29219,309.1,65.3,10.0
29221,536.8,75.8,12.2
29223,409.8,85.7,12.6
29225,410.6,75.9,10.6
29227,360.1,67.3,11.2
29229,482.5,105.7,12.5
29510,421.1,96.8,12.7
30001,304.6,69.3,8.4
30003,353.7,70.1,13.8
30005,430.7,64.9,12.3
30007,284.7,46.7,7.8
30009,259.7,67.2,8.2
30011,314.1,57.0,8.5
30013,282.8,47.6,8.8
30015,298.0,51.1,9.5
30017,331.4,60.5,8.5
30019,352.8,72.4,8.2
30021,202.3,95.5,8.2
30023,411.9,56.6,9.5
30025,296.4,58.5,8.3
30027,361.4,50.5,8.4
30029,301.2,60.4,7.4
30031,258.5,44.1,7.2
30033,342.3,53.8,8.5
30035,313.4,67.0,14.5
30037,328.8,66.0,9.5
30039,313.0,58.4,8.4
30041,493.5,66.6,10.9
30043,366.8,54.4,7.6
30045,301.6,46.8,9.0
30047,306.1,58.6,9.3
30049,284.0,61.5,7.5
30051,315.5,72.3,9.9
30053,284.0,63.3,9.4
30055,287.3,90.8,7.7
30057,246.7,49.9,7.3
30059,272.6,48.2,8.3
30061,331.8,60.2,8.8
30063,314.8,58.2,7.9
30065,334.7,67.9,9.0
30067,252.2,48.9,7.9
30069,359.2,61.0,8.2
30071,377.1,59.3,8.8
30073,305.6,61.2,10.5
30075,324.8,62.3,8.0
30077,330.5,60.3,9.2
30079,258.3,77.5,10.2
30081,306.3,57.6,7.3
30083,305.2,87.7,7.7
30085,496.8,96.7,13.5
30087,334.7,66.8,11.5
30089,296.7,59.9,9.0
30091,249.8,67.3,8.4
30093,455.7,56.9,8.7
30095,289.8,64.0,7.7
30097,250.5,45.4,7.7
30099,289.3,55.8,8.3
30101,343.2,80.9,10.3
30103,336.4,69.5,8.3
30105,394.0,56.2,8.6
30107,334.7,57.9,9.6
30109,274.7,82.4,8.6
30111,329.6,65.7,8.2
31001,298.3,41.0,9.9
31003,303.5,61.4,9.6
31005,273.1,,9.3
31007,276.6,60.7,9.0
31009,317.1,47.9,9.4
31011,314.1,73.1,9.4
31013,333.3,61.5,10.4
31015,381.8,63.7,10.0
31017,297.4,60.5,9.9
31019,293.5,48.7,9.1
31021,315.3,66.7,9.7
31023,276.0,64.7,8.8
31025,277.9,71.3,8.6
31027,297.7,49.9,8.4
31029,263.1,55.1,9.7
31031,282.4,52.3,10.1
31033,291.5,57.8,9.9
31035,332.6,59.5,9.3
31037,283.5,62.4,11.9
31039,309.5,74.7,9.5
31041,291.5,59.6,9.3
31043,276.8,68.0,11.9
31045,314.6,65.1,9.6
31047,287.8,60.8,11.9
31049,261.0,58.2,9.7
31051,345.3,72.0,10.1
31053,262.3,74.4,10.0
31055,257.1,75.6,9.3
31057,288.2,58.4,9.9
31059,293.0,69.2,9.2
31061,302.0,56.5,10.1
31063,287.4,70.4,9.0
31065,297.2,61.8,9.9
31067,280.5,66.7,9.7
31069,333.6,60.5,10.5
31071,318.0,60.4,8.6
31073,297.3,64.4,9.0
31075,340.4,52.1,8.8
31077,286.8,58.2,9.3
31079,284.1,72.9,10.7
31081,276.3,55.5,8.3
31083,309.8,61.5,9.0
31085,268.2,68.3,9.9
31087,307.2,45.1,9.7
31089,307.7,64.8,9.6
31091,284.3,,9.4
31093,282.8,59.1,8.7
31095,344.9,61.5,9.8
31097,272.0,67.0,10.1
31099,293.8,46.1,8.5
31101,243.6,67.8,9.3
31103,296.5,79.3,9.7
31105,264.9,57.3,10.9
31107,305.5,54.7,10.3
31109,271.8,68.0,9.4
31111,267.0,67.8,10.2
31113,282.0,70.1,8.4
31115,333.5,63.6,8.9
31117,257.7,69.6,9.2
31119,330.4,59.3,10.2
31121,289.0,53.3,9.2
31123,353.5,62.0,10.4
31125,297.8,115.2,9.8
31127,272.7,72.4,9.9
31129,333.1,69.0,9.0
31131,276.6,69.0,9.4
31133,276.2,71.5,9.9
31135,258.5,63.7,9.0
31137,293.1,54.9,9.4
31139,279.2,57.0,8.6
31141,305.1,55.2,10.0
31143,290.5,55.2,8.9
31145,305.9,56.2,9.6
31147,283.3,85.7,10.2
31149,358.5,76.8,8.8
31151,321.6,67.7,10.5
31153,255.1,63.3,8.9
31155,266.0,77.1,8.4
31157,279.0,55.8,10.5
31159,276.5,70.8,8.3
31161,350.9,57.9,10.0
31163,287.8,48.5,9.7
31165,287.7,61.8,11.2
31167,289.6,59.0,8.9
31169,367.4,63.6,9.7
31171,303.1,,8.3
31173,416.3,88.8,13.1
31175,301.5,56.9,9.5
31177,245.1,73.3,8.5
31179,298.1,64.9,10.0
31181,323.2,59.7,9.8
31183,286.1,70.6,8.9
31185,290.4,65.6,9.3
32001,408.2,91.6,9.8
32003,386.3,72.8,11.1
32005,253.8,76.3,8.1
32007,331.7,65.3,10.4
32009,426.9,61.7,12.1
32011,403.3,68.4,12.3
32013,351.9,87.3,10.1
32015,393.6,72.0,11.1
32017,344.7,71.4,8.8
32019,369.0,86.2,9.8
32021,368.0,68.6,12.8
32023,475.3,72.6,10.9
32027,361.3,94.5,10.3
32029,332.8,97.0,8.2
32031,356.8,96.8,8.8
32033,327.9,52.8,10.2
32510,423.0,95.5,9.9
33001,299.3,62.0,7.7
33003,270.0,56.3,7.0
33005,275.2,54.9,7.5
33007,318.5,62.5,9.4
33009,284.4,62.6,7.5
33011,279.5,52.6,7.9
33013,283.3,61.3,7.4
33015,278.6,52.8,7.1
33017,289.7,57.0,7.8
33019,280.5,53.3,8.4
34001,386.4,60.4,10.3
34003,257.9,50.0,8.0
34005,327.3,75.3,8.7
34007,355.3,80.6,9.9
34009,388.8,74.8,8.0
34011,426.2,82.6,12.1
34013,312.3,61.5,11.0
34015,384.9,72.0,8.9
34017,281.8,47.3,10.8
34019,252.3,52.9,7.0
34021,309.5,57.8,9.8
34023,289.7,55.1,10.3
34025,307.9,67.6,7.8
34027,275.0,56.0,7.4
34029,393.9,57.5,8.8
34031,304.7,57.0,11.2
34033,433.7,88.6,9.7
34035,256.7,58.9,8.5
34037,339.0,56.1,7.6
34039,285.6,68.5,10.2
34041,335.2,54.7,8.0
35001,309.6,77.1,10.2
35003,320.6,67.7,10.6
35005,475.3,57.4,12.9
35006,307.0,76.5,14.6
35007,222.5,46.9,11.4
35009,361.2,64.0,12.4
35011,415.1,58.3,10.9
35013,264.1,77.5,13.1
35015,388.4,60.1,10.7
35017,335.5,61.7,11.4
35019,321.1,72.6,14.3
35021,239.4,51.5,12.4
35023,349.3,68.8,12.6
35025,390.0,59.7,12.1
35027,288.6,58.6,9.9
35028,214.2,49.6,6.7
35029,414.1,78.6,15.0
35031,270.7,73.6,17.9
35033,218.4,43.0,12.7
35035,322.3,59.3,11.8
35037,395.6,82.6,12.7
35039,286.8,61.8,13.7
35041,370.0,59.3,11.7
35043,277.8,73.1,9.7
35045,260.9,71.4,12.8
35047,254.9,37.3,13.3
35049,209.9,44.7,9.3
35051,368.4,69.9,11.9
35053,315.7,73.5,13.2
35055,206.9,44.3,10.7
35057,313.7,76.0,13.0
35059,296.3,65.7,11.8
35061,309.5,76.8,12.4
36001,319.5,48.4,8.4
36003,324.0,49.9,9.5
36005,398.9,53.4,14.8
36007,326.0,61.7,9.5
36009,385.6,56.8,9.6
36011,342.7,59.5,9.3
36013,366.1,64.3,10.0
36015,407.7,58.8,9.3
36017,446.7,59.2,9.3
36019,314.1,55.5,9.1
36021,318.4,47.9,8.5
36023,315.2,58.7,8.6
36025,373.0,59.2,9.2
36027,332.8,46.5,8.3
36029,330.7,68.7,9.1
36031,282.3,57.0,8.5
36033,315.8,58.4,10.0
36035,355.9,53.7,9.5
36037,330.4,59.3,8.5
36039,350.9,47.8,8.9
36041,315.2,55.0,8.5
36043,342.8,59.6,8.8
36045,351.6,67.1,9.7
36047,406.0,38.3,11.1
36049,344.4,63.1,9.2
36051,280.0,54.6,8.5
36053,264.0,61.1,8.3
36055,255.4,55.8,9.6
36057,362.8,55.5,9.5
36059,361.0,46.6,8.3
36061,267.3,35.2,8.4
36063,405.8,68.3,8.9
36065,335.2,60.6,9.5
36067,285.9,59.1,9.3
36069,257.3,55.6,8.1
36071,306.1,46.6,10.1
36073,364.1,60.7,9.3
