fips,heart_disease_death_rate,stroke_death_rate,diabetes_prevalence_pct
50007,239.3,55.2,6.2
50009,324.0,64.7,8.6
50011,329.0,53.6,7.9
50013,271.8,55.5,6.9
50015,290.9,54.8,6.8
50017,308.7,60.5,7.2
50019,332.1,60.1,8.1
50021,369.5,61.7,7.6
50023,305.9,54.5,7.1
50025,273.4,59.3,7.2
50027,297.9,60.8,6.9
51001,420.1,105.3,13.4
51003,227.7,64.8,8.7
51005,377.0,74.1,11.0
51007,362.5,84.4,12.8
51009,319.9,94.1,11.8
51011,336.4,92.3,11.7
51013,180.0,48.2,8.5
51015,274.5,66.4,10.3
51017,344.4,65.0,12.6
51019,286.3,82.4,10.1
51021,429.4,71.3,10.5
51023,307.2,78.1,9.5
51025,360.2,106.3,15.1
51027,444.5,78.9,13.2
51029,292.6,70.4,13.6
51031,308.4,94.3,11.3
51033,290.8,67.8,12.0
51035,273.0,80.4,11.5
51036,307.0,78.8,13.7
51037,350.4,109.7,14.0
51041,294.1,78.8,10.8
51043,279.1,91.6,9.1
51045,281.9,83.6,10.2
51047,264.7,75.1,10.9
51049,272.6,75.3,12.1
51051,395.5,81.0,12.6
51053,291.2,83.4,11.8
51057,371.0,67.6,13.5
51059,169.2,49.8,9.5
51061,236.7,70.1,9.5
51063,288.7,81.0,9.9
51065,248.2,66.7,9.9
51067,293.4,83.3,11.0
51069,316.4,73.5,9.6
51071,406.9,88.4,10.6
51073,357.7,69.8,9.9
51075,283.4,77.7,8.7
51077,282.2,81.5,13.1
51079,293.1,79.3,10.4
51081,530.4,106.4,15.6
51083,357.4,109.3,14.3
51085,284.1,79.0,9.3
51087,284.7,85.3,10.8
51089,341.9,96.1,13.4
51091,283.3,58.6,9.4
51093,330.5,88.8,10.8
51095,233.5,67.4,9.1
51097,367.3,70.2,12.6
51099,280.4,65.5,10.3
51101,317.3,78.2,10.3
51103,352.3,100.4,11.6
51105,390.4,78.6,13.6
51107,199.7,45.5,8.9
51109,340.6,65.5,10.9
51111,379.5,111.3,14.7
51113,303.8,86.9,10.2
51115,343.4,84.1,10.1
51117,343.3,112.3,13.6
51119,336.5,75.5,10.8
51121,276.9,87.9,11.0
51125,344.4,68.6,10.7
51127,317.0,79.2,9.9
51131,365.7,105.7,12.9
51133,326.2,76.9,10.8
51135,431.4,97.5,14.5
51137,302.1,58.3,10.2
51139,318.3,82.2,10.7
51141,360.7,76.1,11.4
51143,322.6,88.3,13.0
51145,287.3,72.0,9.4
51147,373.2,100.2,14.3
51149,227.5,74.0,12.3
51153,213.1,62.6,10.8
51155,399.9,85.9,10.8
51157,290.9,82.2,10.1
51159,363.1,90.6,12.7
51161,291.6,84.8,9.5
51163,309.6,69.6,10.1
51165,285.5,74.0,10.1
51167,409.6,79.3,11.8
51169,389.0,76.8,12.1
51171,310.3,77.2,11.0
51173,418.6,75.2,11.8
51175,337.5,94.1,12.1
51177,257.2,62.0,11.1
51179,264.4,65.6,10.2
51181,316.1,78.7,12.4
51183,385.2,83.6,14.4
51185,434.7,70.3,12.4
51187,312.3,81.1,10.7
51191,341.4,77.6,10.3
51193,305.1,67.6,13.2
51195,432.9,88.7,12.7
51197,437.9,73.2,11.0
51199,230.2,76.5,9.4
51510,197.2,60.0,9.8
51520,456.7,80.6,11.8
51530,429.6,61.5,11.9
51540,297.6,75.4,11.5
51550,298.2,97.8,11.6
51570,374.1,84.7,10.5
51580,492.6,81.1,13.4
51590,502.3,91.1,16.6
51595,557.8,127.3,16.6
51600,304.9,66.6,10.2
51610,194.6,103.6,7.8
51620,473.1,210.3,15.1
51630,269.5,62.2,11.6
51640,381.6,96.7,13.9
51650,352.0,89.5,13.8
51660,293.1,79.8,13.9
51670,437.7,78.2,16.1
51678,377.9,60.7,10.5
51680,379.7,123.3,12.5
51683,296.9,80.1,11.8
51685,180.4,64.7,13.9
51690,682.4,182.6,15.9
51700,363.9,94.7,13.3
51710,405.7,102.4,13.6
51720,436.3,153.7,13.1
51730,545.7,96.6,17.0
51735,308.8,82.7,8.8
51740,392.0,93.6,14.9
51750,388.8,104.5,13.7
51760,324.7,86.0,13.5
51770,407.8,109.2,13.2
51775,389.7,86.3,10.4
51790,360.8,75.3,10.7
51800,342.6,91.8,12.1
51810,277.7,93.1,11.2
51820,374.1,60.8,11.4
51830,228.2,71.3,11.3
51840,315.0,73.7,12.9
53001,269.1,89.6,13.1
53003,302.8,60.9,9.3
53005,269.3,75.8,9.4
53007,240.3,59.6,8.7
53009,269.0,70.8,8.2
53011,280.5,93.4,8.4
53013,271.1,82.4,8.7
53015,331.3,107.0,9.3
53017,248.1,64.8,9.5
53019,288.5,71.9,10.4
53021,259.6,90.8,11.3
53023,308.1,60.9,8.3
53025,302.8,79.5,10.8
53027,320.3,74.0,10.5
53029,245.0,62.7,7.7
53031,255.4,69.3,8.0
53033,224.5,56.3,7.2
53035,272.5,78.7,8.3
53037,250.1,60.2,8.9
53039,203.8,72.5,8.7
53041,349.9,86.3,9.6
53043,281.3,72.3,8.3
53045,294.1,72.2,9.2
53047,270.0,73.2,10.4
53049,410.5,79.8,9.9
53051,265.4,71.4,9.3
53053,293.2,84.5,9.9
53055,165.3,41.4,7.0
53057,251.5,77.2,8.5
53059,219.5,82.1,8.2
53061,242.0,62.1,8.3
53063,268.3,71.5,9.1
53065,271.5,71.5,9.1
53067,248.5,74.9,8.9
53069,318.5,90.0,9.7
53071,265.3,70.5,9.2
53073,235.5,64.8,7.9
53075,289.3,63.8,9.9
53077,409.5,59.6,12.1
54001,365.3,56.1,13.8
54003,324.3,76.8,12.0
54005,408.2,86.4,13.1
54007,347.8,90.8,14.4
54009,401.6,80.2,11.7
54011,356.3,91.8,13.2
54013,358.3,68.2,15.1
54015,363.1,90.2,14.2
54017,306.8,53.2,13.2
54019,407.9,92.5,13.8
54021,371.5,70.6,14.5
54023,337.0,63.6,12.2
54025,377.3,88.6,12.9
54027,314.8,71.6,12.4
54029,434.0,75.1,12.5
54031,341.3,70.8,14.2
54033,388.6,53.8,12.6
54035,352.4,82.6,13.4
54037,307.9,62.0,11.2
54039,362.4,89.6,12.4
54041,444.4,73.2,13.4
54043,395.9,84.8,14.4
54045,502.1,73.7,14.2
54047,466.0,76.5,17.4
54049,481.4,63.0,12.6
54051,382.4,76.0,12.4
54053,370.4,93.7,13.2
54055,435.0,72.6,13.6
54057,403.0,67.5,11.7
54059,524.7,94.7,15.8
54061,333.4,49.8,12.1
54063,390.6,77.1,13.1
54065,342.4,79.4,12.2
54067,360.1,91.8,12.6
54069,404.6,78.5,12.0
54071,291.8,69.2,12.6
54073,434.1,69.6,12.2
54075,349.0,80.0,13.7
54077,374.9,53.1,12.6
54079,360.2,89.8,11.3
54081,474.4,88.7,14.2
54083,339.2,68.4,12.7
54085,398.9,61.2,13.3
54087,355.0,84.9,14.5
54089,415.6,83.7,14.3
54091,388.4,52.7,12.6
54093,414.3,63.5,11.9
54095,350.0,70.6,12.8
54097,344.0,57.7,13.3
54099,342.6,89.0,13.1
54101,355.3,87.0,14.1
54103,369.4,73.2,12.8
54105,375.2,67.7,13.3
54107,411.1,70.7,13.0
54109,474.8,83.7,14.3
55001,288.7,60.0,11.2
55003,368.4,59.4,10.8
55005,313.0,57.2,9.8
55007,259.6,59.6,9.2
55009,344.3,57.2,9.3
55011,308.0,64.8,9.4
55013,280.2,62.0,10.0
55015,286.4,62.4,8.5
55017,323.0,56.2,9.4
55019,313.8,66.7,10.2
55021,280.2,70.6,9.0
55023,270.5,69.9,10.1
55025,240.3,58.0,8.1
55027,375.4,72.5,9.2
55029,279.3,46.2,8.6
55031,283.7,63.0,9.4
55033,291.6,58.7,9.3
55035,314.6,65.9,8.9
55037,284.9,66.9,9.2
55039,312.2,70.1,9.3
55041,343.9,62.1,12.0
55043,284.7,59.4,10.3
55045,303.6,71.9,8.7
55047,381.9,72.8,10.1
55049,270.0,60.8,8.6
55051,364.5,64.8,9.6
55053,299.8,70.8,10.6
55055,313.5,72.0,8.9
55057,293.0,67.6,10.9
55059,328.9,82.8,10.0
55061,297.2,53.7,9.2
55063,287.8,69.9,9.3
55065,285.9,66.3,9.8
55067,323.3,67.5,10.0
55069,315.6,67.7,9.5
55071,333.8,61.2,9.2
55073,303.1,65.7,8.8
55075,468.5,57.5,9.9
55077,295.7,65.8,10.1
55078,345.4,72.3,15.3
55079,379.1,78.0,12.4
55081,282.7,74.9,10.4
55083,374.5,56.5,9.4
55085,328.7,63.4,9.3
55087,302.4,58.6,8.9
55089,278.3,64.1,7.8
55091,302.6,70.1,9.0
55093,270.8,67.9,8.9
55095,293.2,61.0,9.2
55097,293.3,60.5,8.7
55099,343.3,64.3,10.0
55101,342.6,78.2,10.4
55103,281.0,69.3,10.1
55105,327.3,82.3,10.3
55107,327.3,57.9,10.6
55109,263.7,58.8,8.1
55111,279.2,63.0,9.8
55113,309.2,61.6,10.4
55115,309.1,59.7,9.7
55117,317.9,67.7,9.3
55119,324.2,64.5,9.5
55121,303.5,69.8,9.8
55123,278.2,71.4,9.7
55125,339.0,64.2,8.9
55127,315.1,66.9,9.2
55129,301.3,60.4,9.7
55131,298.2,73.6,8.1
55133,245.8,68.3,8.2
55135,313.2,63.2,10.0
55137,310.7,67.7,10.2
55139,261.0,63.9,9.9
55141,294.0,64.7,9.7
56001,252.5,70.1,9.2
56003,317.3,71.5,9.8
56005,332.8,63.3,9.1
56007,315.4,58.9,10.7
56009,294.4,61.3,9.3
56011,312.4,54.3,8.4
56013,335.6,64.2,10.1
56015,274.6,59.5,9.7
56017,330.7,71.0,10.0
56019,320.2,64.1,9.3
56021,264.5,62.1,9.3
56023,303.7,62.3,8.9
56025,318.4,63.7,9.6
56027,274.8,65.3,9.8
56029,307.5,69.7,8.7
56031,270.9,61.3,9.6
56033,288.3,67.8,8.4
56035,256.5,46.8,8.4
56037,348.8,48.9,10.0
56039,155.9,36.5,7.3
56041,376.1,43.0,9.3
56043,328.3,66.4,10.3
56045,307.4,57.2,9.7
60000,9.1,3.6,
66010,557.0,118.6,
69000,316.8,113.4,
72001,234.1,48.7,
72003,215.2,37.8,
72005,220.7,45.9,
72007,194.4,42.0,
72009,205.7,46.3,
72011,211.0,39.8,
72013,195.6,42.6,
72015,230.3,64.5,
72017,194.6,45.9,
72019,154.5,46.4,
72021,204.7,50.3,
72023,230.8,43.0,
72025,199.8,44.1,
72027,183.6,35.4,
72029,186.4,42.7,
72031,192.3,42.8,
72033,200.3,45.8,
72035,198.2,44.1,
72037,197.4,46.6,
72039,209.6,44.9,
72041,184.3,43.5,
72043,231.5,53.0,
72045,165.7,46.0,
72047,179.1,45.2,
72049,227.5,41.9,
72051,179.5,43.8,
72053,221.1,41.8,
72054,229.0,44.8,
72055,273.1,46.8,
72057,218.4,63.8,
72059,276.5,49.5,
72061,197.1,39.4,
72063,186.1,42.4,
72065,162.0,39.7,
72067,222.2,42.6,
72069,165.9,32.7,
72071,200.9,38.4,
72073,256.5,49.8,
72075,251.1,51.9,
72077,184.9,38.3,
72079,250.9,40.7,
72081,284.9,39.9,
72083,223.7,39.5,
72085,176.0,31.3,
72087,189.0,39.9,
72089,177.4,46.4,
72091,213.0,49.7,
72093,201.4,42.3,
72095,253.6,36.6,
72097,216.4,40.4,
72099,216.4,39.9,
72101,183.5,48.1,
72103,175.3,46.4,
72105,174.3,48.4,
72107,214.1,51.5,
72109,230.2,43.6,
72111,269.6,52.1,
72113,273.2,51.0,
72115,184.2,34.9,
72117,201.0,31.8,
72119,186.6,50.5,
72121,264.3,42.5,
72123,218.8,53.3,
72125,233.5,43.6,
72127,197.4,44.4,
72129,186.6,39.0,
72131,211.2,35.2,
72133,236.5,52.5,
72135,194.5,47.9,
72137,201.9,48.7,
72139,192.3,44.1,
72141,183.5,44.8,
72143,168.8,45.7,
72145,196.2,49.0,
72147,227.5,61.9,
72149,232.7,53.3,
72151,152.6,31.9,
72153,275.8,45.0,
78010,,,
78020,,,
78030,,,
