fips,lung_cancer_death_rate,lung_cancer_avg_annual_count
12045,44.1,12
51680,44.1,38
05133,44.1,8
13301,44.1,4
01025,44.0,16
21037,44.0,54
29229,44.0,11
45085,44.0,60
46102,44.0,4
39023,44.0,89
