year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text,tract_fips
2023,SC,South Carolina,Charleston,45019,45019002002,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.4,2.1,2.6,6128,5079,"{'type': 'Point', 'coordinates': [-79.9611767, 32.7340159]}",45019002002,HLTHOUT,STROKE,CrdPrv,Stroke,45019002002
2023,SC,South Carolina,Charleston,45019,45019002104,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.6,3.0,4.2,2012,1952,"{'type': 'Point', 'coordinates': [-80.0573024, 32.6121375]}",45019002104,HLTHOUT,STROKE,CrdPrv,Stroke,45019002104
2023,SC,South Carolina,Charleston,45019,45019002503,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.8,5.2,6.4,2382,1931,"{'type': 'Point', 'coordinates': [-80.2361945, 32.6960652]}",45019002503,HLTHOUT,STROKE,CrdPrv,Stroke,45019002503
2023,SC,South Carolina,Charleston,45019,45019002612,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,32.1,27.9,36.3,6677,5472,"{'type': 'Point', 'coordinates': [-80.0204648, 32.8174841]}",45019002612,HLTHOUT,OBESITY,CrdPrv,Obesity,45019002612
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.4,3.1,3.7,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,HLTHOUT,STROKE,CrdPrv,Stroke,45019003104
2023,SC,South Carolina,Charleston,45019,45019003111,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.2,2.8,3.6,5102,3827,"{'type': 'Point', 'coordinates': [-80.02956, 32.8740625]}",45019003111,HLTHOUT,STROKE,CrdPrv,Stroke,45019003111
2023,SC,South Carolina,Charleston,45019,45019004300,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,7.8,6.9,8.7,2144,1600,"{'type': 'Point', 'coordinates': [-79.9649043, 32.8492682]}",45019004300,HLTHOUT,STROKE,CrdPrv,Stroke,45019004300
2023,SC,South Carolina,Charleston,45019,45019004400,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,39.3,34.6,44.0,2240,1755,"{'type': 'Point', 'coordinates': [-79.9619676, 32.830558]}",45019004400,HLTHOUT,OBESITY,CrdPrv,Obesity,45019004400
2023,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.6,2.3,3.0,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,HLTHOUT,STROKE,CrdPrv,Stroke,45019004616
2023,SC,South Carolina,Charleston,45019,45019005002,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.5,5.0,6.1,3111,2576,"{'type': 'Point', 'coordinates': [-79.4854865, 33.0606513]}",45019005002,HLTHOUT,STROKE,CrdPrv,Stroke,45019005002
2023,SC,South Carolina,Charleston,45019,45019005601,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.0,22.3,29.9,10428,8215,"{'type': 'Point', 'coordinates': [-80.0758621, 32.7953702]}",45019005601,HLTHOUT,OBESITY,CrdPrv,Obesity,45019005601
2022,SC,South Carolina,Charleston,45019,45019003111,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,37.8,33.6,42.0,5102,3827,"{'type': 'Point', 'coordinates': [-80.02956, 32.8740625]}",45019003111,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019003111
2022,SC,South Carolina,Charleston,45019,45019002004,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.0,4.8,7.4,1595,1392,"{'type': 'Point', 'coordinates': [-79.935967, 32.6590742]}",45019002004,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019002004
2023,SC,South Carolina,Charleston,45019,45019002104,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,18.6,16.9,20.4,2012,1952,"{'type': 'Point', 'coordinates': [-80.0573024, 32.6121375]}",45019002104,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019002104
2023,SC,South Carolina,Charleston,45019,45019003113,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,31.0,27.0,35.2,4771,3746,"{'type': 'Point', 'coordinates': [-80.0729838, 32.9546311]}",45019003113,HLTHOUT,OBESITY,CrdPrv,Obesity,45019003113
2022,SC,South Carolina,Charleston,45019,45019004615,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,78.8,76.5,80.9,5406,3856,"{'type': 'Point', 'coordinates': [-79.8343871, 32.8893843]}",45019004615,PREVENT,DENTAL,CrdPrv,Dental Visit,45019004615
2023,SC,South Carolina,Charleston,45019,45019002504,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,8.9,7.6,10.2,5169,4194,"{'type': 'Point', 'coordinates': [-80.2035792, 32.759612]}",45019002504,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019002504
2023,SC,South Carolina,Charleston,45019,45019002702,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,27.7,24.1,31.5,4679,3711,"{'type': 'Point', 'coordinates': [-80.0087214, 32.792693]}",45019002702,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019002702
2022,SC,South Carolina,Charleston,45019,45019002107,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.1,73.4,84.0,11798,9414,"{'type': 'Point', 'coordinates': [-80.0652497, 32.7308274]}",45019002107,PREVENT,MAMMOUSE,CrdPrv,Mammography,45019002107
2023,SC,South Carolina,Charleston,45019,45019004609,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,20.7,18.1,23.4,7846,5973,"{'type': 'Point', 'coordinates': [-79.7305349, 32.8538067]}",45019004609,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019004609
2023,SC,South Carolina,Charleston,45019,45019003900,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,35.6,32.6,38.6,2973,2675,"{'type': 'Point', 'coordinates': [-80.015879, 32.8491452]}",45019003900,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019003900
2023,SC,South Carolina,Charleston,45019,45019005701,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,4.4,3.7,5.2,5736,4641,"{'type': 'Point', 'coordinates': [-80.071498, 32.850021]}",45019005701,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,45019005701
2023,SC,South Carolina,Charleston,45019,45019002614,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,14.5,12.2,17.2,3469,2866,"{'type': 'Point', 'coordinates': [-80.0444568, 32.8019252]}",45019002614,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019002614
2022,SC,South Carolina,Charleston,45019,45019002612,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,64.6,61.6,67.4,6677,5472,"{'type': 'Point', 'coordinates': [-80.0204648, 32.8174841]}",45019002612,PREVENT,DENTAL,CrdPrv,Dental Visit,45019002612
2023,SC,South Carolina,Charleston,45019,45019003500,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.8,7.0,8.6,3333,2735,"{'type': 'Point', 'coordinates': [-79.9908044, 32.8884799]}",45019003500,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019003500
2023,SC,South Carolina,Charleston,45019,45019002009,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,20.6,17.9,23.2,4264,3543,"{'type': 'Point', 'coordinates': [-79.9218133, 32.6957389]}",45019002009,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019002009
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.7,5.6,7.8,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019005800
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,36.0,31.6,40.4,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,HLTHOUT,OBESITY,CrdPrv,Obesity,45019003104
2023,SC,South Carolina,Charleston,45019,45019002604,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.6,10.0,13.5,3619,2952,"{'type': 'Point', 'coordinates': [-80.0002429, 32.8222997]}",45019002604,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019002604
2023,SC,South Carolina,Charleston,45019,45019002801,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,9.9,8.6,11.3,4409,3631,"{'type': 'Point', 'coordinates': [-80.038344, 32.7772208]}",45019002801,DISABLT,MOBILITY,CrdPrv,Mobility Disability,45019002801
2023,SC,South Carolina,Charleston,45019,45019003110,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.8,6.0,7.6,7197,5508,"{'type': 'Point', 'coordinates': [-80.0576673, 32.8669862]}",45019003110,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019003110
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Disability,Any disability among adults,%,Crude prevalence,24.4,21.4,27.4,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,DISABLT,DISABILITY,CrdPrv,Any Disability,45019005800
2023,SC,South Carolina,Charleston,45019,45019002606,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,83.2,80.7,85.4,2130,1717,"{'type': 'Point', 'coordinates': [-79.9780481, 32.819367]}",45019002606,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019002606
2023,SC,South Carolina,Charleston,45019,45019002004,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.1,6.1,8.3,1595,1392,"{'type': 'Point', 'coordinates': [-79.935967, 32.6590742]}",45019002004,DISABLT,HEARING,CrdPrv,Hearing Disability,45019002004
2022,SC,South Carolina,Charleston,45019,45019005701,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,27.1,23.6,30.7,5736,4641,"{'type': 'Point', 'coordinates': [-80.071498, 32.850021]}",45019005701,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019005701
2023,SC,South Carolina,Charleston,45019,45019003900,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,6.7,6.1,7.4,2973,2675,"{'type': 'Point', 'coordinates': [-80.015879, 32.8491452]}",45019003900,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019003900
2023,SC,South Carolina,Charleston,45019,45019002107,BRFSS,Disability,Any disability among adults,%,Crude prevalence,22.1,19.0,25.5,11798,9414,"{'type': 'Point', 'coordinates': [-80.0652497, 32.7308274]}",45019002107,DISABLT,DISABILITY,CrdPrv,Any Disability,45019002107
2023,SC,South Carolina,Charleston,45019,45019002611,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.0,4.4,5.6,3007,2553,"{'type': 'Point', 'coordinates': [-80.0393762, 32.8348212]}",45019002611,DISABLT,HEARING,CrdPrv,Hearing Disability,45019002611
2022,SC,South Carolina,Charleston,45019,45019000900,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,23.1,19.8,26.4,1560,1334,"{'type': 'Point', 'coordinates': [-79.9287806, 32.7976264]}",45019000900,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019000900
2023,SC,South Carolina,Charleston,45019,45019004400,BRFSS,Disability,Any disability among adults,%,Crude prevalence,36.4,32.6,40.2,2240,1755,"{'type': 'Point', 'coordinates': [-79.9619676, 32.830558]}",45019004400,DISABLT,DISABILITY,CrdPrv,Any Disability,45019004400
2023,SC,South Carolina,Charleston,45019,45019002605,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,19.6,17.0,22.3,3907,3291,"{'type': 'Point', 'coordinates': [-79.99282, 32.8034113]}",45019002605,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019002605
2022,SC,South Carolina,Charleston,45019,45019000200,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,84.2,81.6,86.6,1372,1223,"{'type': 'Point', 'coordinates': [-79.9282235, 32.770791]}",45019000200,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019000200
2023,SC,South Carolina,Charleston,45019,45019004612,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,23.9,20.9,27.0,7245,6014,"{'type': 'Point', 'coordinates': [-79.8334709, 32.8352937]}",45019004612,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019004612
2023,SC,South Carolina,Charleston,45019,45019003000,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.0,6.8,9.4,3897,3153,"{'type': 'Point', 'coordinates': [-79.9726864, 32.7772471]}",45019003000,HLTHOUT,DIABETES,CrdPrv,Diabetes,45019003000
2023,SC,South Carolina,Charleston,45019,45019002401,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,41.9,38.6,45.2,1468,1214,"{'type': 'Point', 'coordinates': [-80.3344445, 32.6689342]}",45019002401,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019002401
2023,SC,South Carolina,Charleston,45019,45019002401,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,34.6,31.6,37.4,1468,1214,"{'type': 'Point', 'coordinates': [-80.3344445, 32.6689342]}",45019002401,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,45019002401
2023,SC,South Carolina,Charleston,45019,45019003117,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,80.2,77.4,82.7,3686,3026,"{'type': 'Point', 'coordinates': [-80.0581703, 32.9550321]}",45019003117,PREVENT,CHECKUP,CrdPrv,Annual Checkup,45019003117
2023,SC,South Carolina,Charleston,45019,45019003117,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,14.8,12.1,17.7,3686,3026,"{'type': 'Point', 'coordinates': [-80.0581703, 32.9550321]}",45019003117,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019003117
2023,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,7.9,7.0,8.9,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019004616
2023,SC,South Carolina,Charleston,45019,45019004701,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,16.5,13.8,19.2,5804,4449,"{'type': 'Point', 'coordinates': [-79.8675218, 32.7801651]}",45019004701,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019004701
2023,SC,South Carolina,Charleston,45019,45019002007,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,9.7,8.4,11.2,3749,2790,"{'type': 'Point', 'coordinates': [-79.9174385, 32.7538419]}",45019002007,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019002007
2022,SC,South Carolina,Charleston,45019,45019005900,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,6.2,9.3,5521,4882,"{'type': 'Point', 'coordinates': [-79.963007, 32.801472]}",45019005900,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019005900
2022,SC,South Carolina,Charleston,45019,45019003200,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,60.9,57.7,63.9,1638,1247,"{'type': 'Point', 'coordinates': [-80.0497104, 32.899309]}",45019003200,PREVENT,DENTAL,CrdPrv,Dental Visit,45019003200
2022,SC,South Carolina,Charleston,45019,45019000100,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,74.2,71.5,76.6,2087,1742,"{'type': 'Point', 'coordinates': [-79.9406132, 32.7721636]}",45019000100,PREVENT,DENTAL,CrdPrv,Dental Visit,45019000100
2023,SC,South Carolina,Charleston,45019,45019003200,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,73.3,68.8,77.8,1638,1247,"{'type': 'Point', 'coordinates': [-80.0497104, 32.899309]}",45019003200,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,45019003200
2023,SC,South Carolina,Charleston,45019,45019004615,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,24.1,21.6,26.8,5406,3856,"{'type': 'Point', 'coordinates': [-79.8343871, 32.8893843]}",45019004615,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,45019004615
2023,SC,South Carolina,Charleston,45019,45019003110,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,6.7,5.9,7.5,7197,5508,"{'type': 'Point', 'coordinates': [-80.0576673, 32.8669862]}",45019003110,DISABLT,HEARING,CrdPrv,Hearing Disability,45019003110
2023,SC,South Carolina,Charleston,45019,45019003111,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,76.6,73.8,79.0,5102,3827,"{'type': 'Point', 'coordinates': [-80.02956, 32.8740625]}",45019003111,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019003111
2023,SC,South Carolina,Charleston,45019,45019002611,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.4,3.9,4.9,3007,2553,"{'type': 'Point', 'coordinates': [-80.0393762, 32.8348212]}",45019002611,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019002611
2023,SC,South Carolina,Charleston,45019,45019003108,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,19.2,16.0,22.5,3797,2917,"{'type': 'Point', 'coordinates': [-80.0724224, 32.9160257]}",45019003108,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019003108
2023,SC,South Carolina,Charleston,45019,45019002701,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,8.4,7.3,9.7,2597,2190,"{'type': 'Point', 'coordinates': [-80.0287926, 32.7976991]}",45019002701,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,45019002701
2022,SC,South Carolina,Charleston,45019,45019004607,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,77.6,74.4,80.7,5719,4865,"{'type': 'Point', 'coordinates': [-79.8922487, 32.7958351]}",45019004607,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019004607
2023,SC,South Carolina,Charleston,45019,45019003109,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,8.4,7.4,9.4,3376,2681,"{'type': 'Point', 'coordinates': [-80.0794055, 32.8942569]}",45019003109,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019003109
2022,SC,South Carolina,Charleston,45019,45019005300,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,54.7,51.6,57.8,3629,2868,"{'type': 'Point', 'coordinates': [-79.9443767, 32.8001609]}",45019005300,PREVENT,DENTAL,CrdPrv,Dental Visit,45019005300
2023,SC,South Carolina,Charleston,45019,45019002900,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.3,6.3,10.8,2839,2471,"{'type': 'Point', 'coordinates': [-79.9838555, 32.7894663]}",45019002900,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019002900
2023,SC,South Carolina,Charleston,45019,45019004702,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,27.4,23.3,31.4,2332,1923,"{'type': 'Point', 'coordinates': [-79.8635983, 32.8007285]}",45019004702,HLTHOUT,OBESITY,CrdPrv,Obesity,45019004702
2023,SC,South Carolina,Charleston,45019,45019003107,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.2,20.0,26.3,7501,5945,"{'type': 'Point', 'coordinates': [-80.1009931, 32.9600374]}",45019003107,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019003107
2023,SC,South Carolina,Charleston,45019,45019003116,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.5,9.3,11.8,4736,3864,"{'type': 'Point', 'coordinates': [-80.0462872, 32.9509983]}",45019003116,HLTHOUT,DIABETES,CrdPrv,Diabetes,45019003116
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,30.2,27.5,32.9,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019005800
2023,SC,South Carolina,Charleston,45019,45019001500,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,29.1,25.1,33.2,1520,1312,"{'type': 'Point', 'coordinates': [-79.9522715, 32.8070997]}",45019001500,HLTHOUT,OBESITY,CrdPrv,Obesity,45019001500
2023,SC,South Carolina,Charleston,45019,45019005601,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,7.8,6.5,9.0,10428,8215,"{'type': 'Point', 'coordinates': [-80.0758621, 32.7953702]}",45019005601,DISABLT,MOBILITY,CrdPrv,Mobility Disability,45019005601
2023,SC,South Carolina,Charleston,45019,45019002613,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,29.3,25.3,33.4,5255,4447,"{'type': 'Point', 'coordinates': [-80.0433793, 32.8200406]}",45019002613,HLTHOUT,OBESITY,CrdPrv,Obesity,45019002613
2023,SC,South Carolina,Charleston,45019,45019002200,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,23.2,20.1,26.7,2848,2413,"{'type': 'Point', 'coordinates': [-80.1839478, 32.6576817]}",45019002200,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019002200
2023,SC,South Carolina,Charleston,45019,45019000900,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,16.5,12.8,20.7,1560,1334,"{'type': 'Point', 'coordinates': [-79.9287806, 32.7976264]}",45019000900,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019000900
2023,SC,South Carolina,Charleston,45019,45019005300,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,25.2,20.7,29.9,3629,2868,"{'type': 'Point', 'coordinates': [-79.9443767, 32.8001609]}",45019005300,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019005300
2023,SC,South Carolina,Charleston,45019,45019002802,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,22.8,19.9,25.8,2663,2190,"{'type': 'Point', 'coordinates': [-80.0035774, 32.774876]}",45019002802,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019002802
2023,SC,South Carolina,Charleston,45019,45019004800,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,23.4,20.4,26.9,1891,1487,"{'type': 'Point', 'coordinates': [-79.8607661, 32.7629758]}",45019004800,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019004800
2023,SC,South Carolina,Charleston,45019,45019004619,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.2,5.3,9.8,5467,4602,"{'type': 'Point', 'coordinates': [-79.838778, 32.8153925]}",45019004619,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019004619
2023,SC,South Carolina,Charleston,45019,45019003400,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.7,4.2,5.1,4870,3677,"{'type': 'Point', 'coordinates': [-79.9746618, 32.8958105]}",45019003400,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019003400
2022,SC,South Carolina,Charleston,45019,45019004610,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,81.0,75.6,85.6,5007,3829,"{'type': 'Point', 'coordinates': [-79.7688751, 32.8245244]}",45019004610,PREVENT,MAMMOUSE,CrdPrv,Mammography,45019004610
2023,SC,South Carolina,Charleston,45019,45019002402,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.0,15.3,18.9,2627,2095,"{'type': 'Point', 'coordinates': [-80.3516406, 32.774506]}",45019002402,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,45019002402
2023,SC,South Carolina,Charleston,45019,45019002009,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,4.0,3.6,4.5,4264,3543,"{'type': 'Point', 'coordinates': [-79.9218133, 32.6957389]}",45019002009,DISABLT,VISION,CrdPrv,Vision Disability,45019002009
2023,SC,South Carolina,Charleston,45019,45019002104,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,8.6,7.5,9.9,2012,1952,"{'type': 'Point', 'coordinates': [-80.0573024, 32.6121375]}",45019002104,DISABLT,HEARING,CrdPrv,Hearing Disability,45019002104
2023,SC,South Carolina,Charleston,45019,45019004612,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.4,2.0,3.0,7245,6014,"{'type': 'Point', 'coordinates': [-79.8334709, 32.8352937]}",45019004612,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019004612
2023,SC,South Carolina,Charleston,45019,45019004901,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,10.7,9.1,12.5,1838,1523,"{'type': 'Point', 'coordinates': [-79.7864097, 32.7868965]}",45019004901,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,45019004901
2022,SC,South Carolina,Charleston,45019,45019005400,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,70.8,66.9,74.3,2100,1449,"{'type': 'Point', 'coordinates': [-79.9429888, 32.8200646]}",45019005400,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019005400
2023,SC,South Carolina,Charleston,45019,45019000900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,8.7,11.2,1560,1334,"{'type': 'Point', 'coordinates': [-79.9287806, 32.7976264]}",45019000900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019000900
2023,SC,South Carolina,Charleston,45019,45019002004,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,12.4,9.9,15.5,1595,1392,"{'type': 'Point', 'coordinates': [-79.935967, 32.6590742]}",45019002004,HLTHSTAT,GHLTH,CrdPrv,General Health,45019002004
2023,SC,South Carolina,Charleston,45019,45019005900,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,3.1,2.6,3.6,5521,4882,"{'type': 'Point', 'coordinates': [-79.963007, 32.801472]}",45019005900,HLTHOUT,COPD,CrdPrv,COPD,45019005900
2023,SC,South Carolina,Charleston,45019,45019002107,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,9.2,7.8,11.1,11798,9414,"{'type': 'Point', 'coordinates': [-80.0652497, 32.7308274]}",45019002107,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019002107
